"word","phonetic","meaning","level","category","example","related_words","part_of_speech","root"
"chemical","/ˈkemɪkl/","化学的","CET4","Science","Chemical reactions transform substances.","molecular, atomic, synthetic, organic","adj","中古英语 alkamie"
"chemist","/ˈkemist/","化学家；药剂师","CET4","CET4","","","n",""
"chemistry","/ˈkemistri/","化学","CET4","CET4","","","n",""
"cheque","/t∫ek/","支票","CET4","CET4","","","n",""
"cherish","/ˈtʃerɪʃ/","珍爱 2. 抱有(希望)，怀有(感情)","CET6","CET6","","","v",""
"cherry","/ˈt∫eri/","樱桃；樱桃树","CET4","CET4","","","n",""
"chess","/t∫es/","棋；国际象棋","CET4","CET4","","","n",""
"chest","/t∫est/","胸腔，胸膛；箱子","CET4","CET4","","","n",""
"chew","/t∫uː/","咀嚼，嚼碎","CET4","CET4","","","vt",""
"chicken","/ˈt∫ikin/","小鸡，小鸟；鸡肉","CET4","CET4","","","n",""
"chief","/tʃiːf/","主要的，首要的 2. 首席的，主任的","CET6","CET6","","","adj",""
"child","/t∫aild/","小孩，儿童；儿子","CET4","CET4","","","n",""
"childhood","/ˈt∫aildhud/","童年，幼年；早期","CET4","CET4","","","n",""
"childish","/ˈt∫aildi∫/","孩子的；幼稚的","CET4","CET4","","","a",""
"chill","/t∫il/","使变冷 n.寒冷","CET4","CET4","","","vt",""
"chimney","/ˈt∫imni/","烟囱，烟筒；玻璃罩","CET4","CET4","","","n",""
"chin","/t∫in/","颏，下巴","CET4","CET4","","","n",""
"china","/ˈt∫ainə/","中国","CET4","CET4","","","n",""
"chinese","/ˈt∫aiˈniːz/","中国的 n.中国人","CET4","CET4","","","a",""
"chip","/tʃɪp/","芯片","CET4","Technology","The new chip is faster and more efficient.","microchip, processor, semiconductor, circuit","noun","古英语 cipp"
"chocolate","/ˈt∫ɔkəlit/","巧克力；巧克力糖","CET4","CET4","","","n",""
"choice","/t∫ɔis/","选择，抉择","CET4","CET4","","","n",""
"choke","/t∫əuk/","使窒息；塞满","CET4","CET4","","","vt",""
"cholesterol","/kəˈlestərɒl/","胆固醇","CET6","CET6","","","n",""
"choose","/t∫uːz/","选择，挑选；情愿","CET4","CET4","","","vt",""
"chop","/t∫ɔp/","砍，劈；切细 vi.砍","CET4","CET4","","","vt",""
"chord","/kɔːd/","和弦，和音 2. (几何的)弦","CET6","CET6","","","n",""
"chorus","/ˈkɔːrəs/","合唱，合唱队，歌舞团 || in chorus齐声，一齐","CET6","CET6","","","n",""
"christian","/ˈkristjən/","基督教徒；信徒","CET4","CET4","","","n",""
"christmas","/ˈkrisməs/","圣诞节","CET4","CET4","","","n",""
"chronic","/ˈkrɒnɪk/","(病症)长期未愈的，慢性的 2. 极坏的，极差的","CET6","CET6","","","adj",""
"chunk","/tʃʌŋk/","厚厚一片，大块","CET6","CET6","","","n",""
"church","/t∫əːt∫/","教堂，礼拜堂；教会","CET4","CET4","","","n",""
"cigarette","/sigəˈret/","香烟，纸烟，卷烟","CET4","CET4","","","n",""
"cinema","/ˈsinimə/","电影院；电影，影片","CET4","CET4","","","n",""
"circle","/ˈsəːkl/","圆，圆周；圈子","CET4","CET4","","","n",""
"circuit","/ˈsɜːrkɪt/","电路","CET4","Technology","The integrated circuit revolutionized electronics.","pathway, loop, network, wiring","noun","拉丁语 circuitus"
"circular","/ˈsəːkjulə/","圆的；循环的","CET4","CET4","","","a",""
"circulate","/ˈsəːkjuleit/","使循环 vi.循环","CET4","CET4","","","vt",""
"circulation","/ˌsɜːkjʊˈleɪʃən/","循环 2. 流通，流传 3. (报纸、书刊的)销售量","CET6","CET6","","","n",""
"circumference","/səˈkʌmfərəns/","圆周，周长，圆周线","CET4","CET4","","","n",""
"circumstance","/ˈsɜːrkəmstæns/","情况；环境","IELTS","IELTS","Under the circumstances, we had no choice.","condition, situation, context, scenario","noun","拉丁语 circumstare"
"circus","/ˈsɜːkəs/","(圆形的)马戏场，杂技团 2. 马戏(杂技)的表演 3. 马戏团","CET6","CET6","","","n",""
"cite","/saɪt/","引用，引证，举(例)","CET6","CET6","","","v",""
"citizen","/ˈsitizn/","公民；市民，居民","CET4","CET4","","","n",""
"city","/ˈsiti/","城市，都市","CET4","CET4","","","n",""
"civil","/ˈsivl/","公民的；文职的","CET4","CET4","","","a",""
"civilization","/ˌsɪvələˈzeɪʃən/","文明","IELTS","IELTS","Ancient civilizations built impressive structures.","culture, society, development, progress","noun","拉丁语 civis"
"civilize","/ˈsivilaiz/","使文明；教育","CET4","CET4","","","vt",""
"claim","/kleɪm/","(根据权利)要求，认领，索取 2. 声称，主张","CET6","CET6","","","v",""
"clamp","/klæmp/","钳，夹子","CET6","CET6","","","n",""
"clan","/klæn/","氏族，家族，宗派","CET6","CET6","","","n",""
"clap","/klæp/","拍手 vt.拍，轻拍","CET4","CET4","","","vi",""
"clarify","/ˈklærəfaɪ/","澄清；阐明","IELTS","IELTS","Could you clarify your point?","explain, illuminate, simplify, elucidate","verb","拉丁语 clarificare"
"clarity","/ˈklærətɪ/","清晰，明晰","CET6","CET6","","","n",""
"clash","/klæʃ/","冲突，交锋，产生矛盾 2. 发出金属的撞击声","CET6","CET6","","","v",""
"clasp","/klɑːsp/","扣住，扣紧，钩住 2. 拥抱，抱紧 3. 紧握","CET6","CET6","","","v",""
"class","/klɑːs/","班，班级；阶级","CET4","CET4","","","n",""
"classic","/ˈklæsɪk/","经典的","IELTS","IELTS","This novel is considered a classic.","typical, standard, iconic, timeless","adj/noun","拉丁语 classicus"
"classical","/ˈklæsɪkəl/","古典的 2. 传统的，正统的，经典的","CET6","CET6","","","adj",""
"classification","/ˌklæsɪfɪˈkeɪʃən/","分类，分级 2. 分类法 3. 类别，等级","CET6","CET6","","","n",""
"classify","/ˈklæsifai/","把...分类","CET4","CET4","","","vt",""
"classmate","/ˈklɑːsmeit/","同班同学","CET4","CET4","","","n",""
"classroom","/ˈklɑːsrum/","教室，课堂","CET4","CET4","","","n",""
"claw","/klɔː/","爪，脚爪，螯","CET4","CET4","","","n",""
"clay","/klei/","粘土，泥土；肉体","CET4","CET4","","","n",""
"clean","/kliːn/","清洁的；纯洁的","CET4","CET4","","","a",""
"clear","/kliə/","清晰的 vt.清除","CET4","CET4","","","a",""
"clearance","/ˈklɪərəns/","清除，清理 2. 许可(证)，批准 || a clearance sale (商店)清仓大贱卖","CET6","CET6","","","n",""
"clearly","/ˈkliəli/","明白地，清晰地","CET4","CET4","","","ad",""
"clerk","/klɑːk/","职员，办事员，书记员  2. 管理员 3. (AmE)店员","CET6","CET6","","","n",""
"clever","/ˈklevə/","聪明的；机敏的","CET4","CET4","","","a",""
"client","/ˈklaɪənt/","客户","CET4","Business","We value our clients' feedback.","customer, patron, consumer, buyer","noun","拉丁语 cliens"
"cliff","/klɪf/","悬崖绝壁","CET6","CET6","","","n",""
"climate","/ˈklaɪmət/","气候","CET4","Science","Climate change is a global challenge.","weather, environment, conditions, atmosphere","noun","希腊语 klima"
"climax","/ˈklaimæks/","顶点，极点 2. (小说、戏剧等的)高潮 3. 性交的高潮","CET6","CET6","","","n",""
"climb","/klaim/","攀登，爬 vt.爬","CET4","CET4","","","vi",""
"cling","/klɪŋ/","粘住，缠住  2. 依附，依靠 3. 紧紧握住，紧紧抱住","CET6","CET6","","","v",""
"cloak","/kləuk/","斗篷；覆盖(物)","CET4","CET4","","","n",""
"clock","/klɔk/","钟，仪表","CET4","CET4","","","n",""
"clockwise","/ˈklɒkwaɪz/","v. 顺时针方向地","CET6","CET6","","","ad",""
"clone","/kləʊn/","(动植物)无性繁殖系，纯种细胞","CET6","CET6","","","n",""
"close","/kləuz/","关，闭；结束","CET4","CET4","","","vt",""
"closely","/ˈkləuzli/","紧密地，接近地","CET4","CET4","","","ad",""
"closet","/ˈklɒzɪt/","橱柜  2. 私室，小房间 3. 盥洗室，厕所","CET6","CET6","","","n",""
"cloth","/klɔ(ː)θ/","布；衣料；桌布","CET4","CET4","","","n",""
"clothe","/kləuð/","给...穿衣服","CET4","CET4","","","vt",""
"clothes","/kləuðz/","衣服，服装；被褥","CET4","CET4","","","n",""
"clothing","/ˈkləuðiŋ/","衣服，被褥","CET4","CET4","","","n",""
"cloud","/klaʊd/","云；云计算","CET4","Technology","Data is stored on the cloud.","server, storage, platform, online","noun","古英语 clud"
"cloudy","/ˈklaudi/","多云的；云一般的","CET4","CET4","","","a",""
"club","/klʌb/","俱乐部，夜总会","CET4","CET4","","","n",""
"clue","/kluː/","线索","CET6","CET6","","","n",""
"clumsy","/ˈklʌmzi/","笨拙的；愚笨的","CET4","CET4","","","a",""
"cluster","/ˈklʌstə/","一串，一束，一簇，一群，一组","CET6","CET6","","","n",""
"clutch","/klʌtʃ/","抓住，攫住","CET6","CET6","","","v",""
"coach","/kəut∫/","长途公共汽车","CET4","CET4","","","n",""
"coal","/kəul/","煤，煤块","CET4","CET4","","","n",""
"coalition","/ˌkəʊəˈlɪʃən/","政党的联盟，联合","CET6","CET6","","","n",""
"coarse","/kɔːs/","粗的，粗糙的，粗劣的 2. (举动等)粗鲁的，粗暴的，粗俗的","CET6","CET6","","","adj",""
"coast","/kəust/","海岸，海滨(地区)","CET4","CET4","","","n",""
"coat","/kəut/","外套，上衣；表皮","CET4","CET4","","","n",""
"cocaine","/kəʊˈkeɪn/","可卡因","CET6","CET6","","","n",""
"cock","/kɔk/","公鸡；雄禽；旋塞","CET4","CET4","","","n",""
"cocktail","/ˈkɒkteɪl/","鸡尾酒 2. 开胃食品","CET6","CET6","","","n",""
"code","/koʊd/","代码；编码","CET4","Technology","Programmers write code every day.","programming, script, instructions, source","noun","拉丁语 codex"
"coffee","/ˈkɔfi/","咖啡，咖啡茶","CET4","CET4","","","n",""
"cognitive","/ˈkɒɡnɪtɪv/","认识(力)的，认知的","CET6","CET6","","","adj",""
"coherent","/kəʊˈhɪərənt/","(言语、思想等)有条理的，连贯的","CET6","CET6","","","adj",""
"coil","/kɔil/","(一)卷；线圈 vt.卷","CET4","CET4","","","n",""
"coin","/kɔin/","硬币；铸造(硬币)","CET4","CET4","","","n",""
"coincide","/ˌkəʊɪnˈsaɪd/","同时发生 2. 一致，不谋而合","CET6","CET6","","","v",""
"coincidence","/kəʊˈɪnsɪdəns/","巧合，巧事","CET6","CET6","","","n",""
"cold","/kəuld/","冷的；冷淡的 n.冷","CET4","CET4","","","a",""
"collaborate","/kəˈlæbəreɪt/","合作","CET6","General","The teams collaborated on the project.","cooperate, work together, partner, team up","verb","拉丁语 collaborare"
"collaboration","/kəˌlæbəˈreɪʃən/","合作，协作 2. 勾结","CET6","CET6","","","n",""
"collapse","/kəˈlæps/","崩溃；倒塌","IELTS","IELTS","The building collapsed during the earthquake.","fall, crash, fail, break down","verb","拉丁语 collabi"
"collar","/ˈkɔlə/","衣领，项圈","CET4","CET4","","","n",""
"colleague","/ˈkɑːliːɡ/","同事","IELTS","IELTS","I discussed the idea with my colleague.","coworker, associate, partner, teammate","noun","拉丁语 collega"
"collect","/kəˈlekt/","收集 vi.收款","CET4","CET4","","","vt",""
"collection","/kəˈlek∫ən/","搜集，收集；收藏品","CET4","CET4","","","n",""
"collective","/kəˈlektiv/","集体的；集合性的","CET4","CET4","","","a",""
"college","/ˈkɔlidʒ/","学院；大学","CET4","CET4","","","n",""
"collide","/kəˈlaɪd/","(车、船等)猛撞 2. 冲突","CET6","CET6","","","v",""
"collision","/kəˈlɪʒən/","碰撞，冲突","CET6","CET6","","","n",""
"colonel","/ˈkəːnl/","陆军上校；中校","CET4","CET4","","","n",""
"colonial","/kəˈləʊnɪəl/","殖民地的，关于殖民地的 2. (cap)(美国独立前)十三州时代的，美国初期的 3. 拥有殖民地的","CET6","CET6","","","adj",""
"colony","/ˈkɔləni/","殖民地；侨居地","CET4","CET4","","","n",""
"color","/ˈkʌlə/","颜色，彩色；颜料","CET4","CET4","","","n",""
"column","/ˈkɔləm/","柱，支柱，圆柱","CET4","CET4","","","n",""
"comb","/kəum/","梳子 vt.梳理","CET4","CET4","","","n",""
"combat","/ˈkɒmbæt/","战斗，格斗，反对 2. 竞争","CET6","CET6","","","n",""
"combination","/ˌkɒmbɪˈneɪʃən/","结合，联合，混合，组合 2. 团体，结合体，混合体 3. (开暗码锁的)组合数码(字码)，暗码","CET6","CET6","","","n",""
"combine","/kəmˈbaɪn/","使结合，使联合 2. 合并 3. 使化合","CET6","CET6","","","v",""
"come","/kʌm/","来，来到；出现","CET4","CET4","","","vi",""
"comet","/ˈkɒmɪt/","彗星","CET6","CET6","","","n",""
"comfort","/ˈkʌmfət/","舒适；安慰 vt.安慰","CET4","CET4","","","n",""
"comfortable","/ˈkʌmfətəbl/","舒适的，安慰的","CET4","CET4","","","a",""
"comic","/ˈkɒmɪk/","滑稽的，喜剧化的  || comic strip连环漫画","CET6","CET6","","","adj",""
"command","/kəˈmɑːnd/","指挥，统帅 2. 命令 3. 控制，对...有支配权，拥有...(可供使用) 4. 俯瞰","CET6","CET6","","","v",""
"commander","/kəˈmɑːndə/","司令官，指挥员","CET4","CET4","","","n",""
"commemorate","/kəˈmeməreɪt/","庆祝，纪念","CET6","CET6","","","v",""
"commence","/kəˈmens/","开始","CET6","CET6","","","v",""
"commend","/kəˈmend/","1称赞，赞扬 2. 委托，托付","CET6","CET6","","","v",""
"comment","/ˈkɑːment/","评论","IELTS","IELTS","Please leave your comments below.","remark, observation, note, feedback","noun/verb","拉丁语 commentum"
"commentary","/ˈkɒməntrɪ/","(对书籍等的)评语，评注，评论 2. 实况报道","CET6","CET6","","","n",""
"commerce","/ˈkɑːmɜːrs/","商业","CET6","Business","E-commerce has transformed retail.","trade, business, dealing, exchange","noun","拉丁语 commercium"
"commercial","/kəˈmɜː ʃəl/","商业(上)的，商务的","CET6","CET6","","","adj",""
"commission","/kəˈmɪʃən/","佣金；委员会","CET6","Business","The salesperson earns a commission on sales.","fee, cut, percentage, committee","noun","拉丁语 commissio"
"commit","/kəˈmɪt/","承诺；犯","IELTS","IELTS","We are committed to quality service.","dedicate, pledge, promise, engage","verb","拉丁语 committere"
"commitment","/kəˈmɪtmənt/","信奉，献身 2. 承担的义务 3. 承诺，许诺，保证","CET6","CET6","","","n",""
"committee","/kəˈmɪtɪ/","委员会","CET6","CET6","","","n",""
"commodity","/kəˈmɑːdəti/","商品","CET6","Business","Oil is a globally traded commodity.","product, goods, merchandise, item","noun","拉丁语 commoditas"
"common","/ˈkɔmən/","普通的；共同的","CET4","CET4","","","a",""
"commonly","/ˈkɔmənli/","普通地，一般地","CET4","CET4","","","ad",""
"commonplace","/ˈkɒmənpleɪs/","平凡的，常见的","CET6","CET6","","","adj",""
"commonwealth","/ˈkɒmənwelθ/","全体国民 2. 国家，共和国 3. 联邦","CET6","CET6","","","n",""
"communicate","/kəˈmjuːnɪkeɪt/","沟通；交流","IELTS","IELTS","We need to communicate more effectively.","convey, express, share, interact","verb","拉丁语 communicare"
"communication","/kəˌmjuːnɪˈkeɪʃən/","通信，通讯 2. 传达的信息 3. (pl)通讯系统 4. 交通，交通工具","CET6","CET6","","","n",""
"communism","/ˈkɔmjunizəm/","共产主义","CET4","CET4","","","n",""
"communist","/ˈkɔmjunist/","共产党员","CET4","CET4","","","n",""
"community","/kəˈmjuːnəti/","社区","IELTS","IELTS","The local community supported the project.","society, group, population, public","noun","拉丁语 communis"
"commute","/kəˈmjuːt/","定时往返两地 2. 减轻(刑罚) 3. 用...交换，改变(付款)方式","CET6","CET6","","","v",""
"compact","/kəmˈpækt/","紧密的，结实的 2. (文体)简洁的，紧凑的","CET6","CET6","","","adj",""
"companion","/kəmˈpænjən/","同伴，同事 2. 志趣相同的人","CET6","CET6","","","n",""
"company","/ˈkʌmpəni/","公司；陪伴","IELTS","IELTS","She works for a technology company.","firm, business, corporation, enterprise","noun","拉丁语 companio"
"comparable","/ˈkɒmpərəbl/","类似的，可相比的","CET6","CET6","","","adj",""
"comparative","/kəmˈpærətiv/","比较的，相对的","CET4","CET4","","","a",""
"compare","/kəmˈper/","比较","IELTS","IELTS","Compare the results from both experiments.","contrast, match, equate, juxtapose","verb","拉丁语 comparare"
"comparison","/kəmˈpærɪsən/","比较，对照 2. 比喻  || beyond comparison无法相比 / in comparison with和...相比较","CET6","CET6","","","n",""
"compartment","/kəmˈpɑːtmənt/","间隔(如火车车厢里的小房间)","CET6","CET6","","","n",""
"compass","/ˈkʌmpəs/","罗盘，指南针；圆规","CET4","CET4","","","n",""
"compatible","/kəmˈpætəbl/","可和谐共处的，相容的，兼容的","CET6","CET6","","","adj",""
"compel","/kəmˈpel/","强迫，强求","CET6","CET6","","","v",""
"compensate","/ˈkɑːmpenseɪt/","补偿；弥补","IELTS","IELTS","The insurance will compensate for the loss.","reimburse, repay, offset, recompense","verb","拉丁语 compensare"
"compensation","/ˌkɑːmpenˈseɪʃən/","薪酬；补偿","CET6","Business","The compensation package includes bonuses.","pay, salary, remuneration, benefits","noun","拉丁语 compensare"
"compete","/kəmˈpiːt/","竞争","IELTS","IELTS","Companies compete for market share.","rival, contend, contest, vie","verb","拉丁语 competere"
"competence","/ˈkɒmpɪtəns/","能力，胜任某种工作的资格","CET6","CET6","","","n",""
"competent","/ˈkɔmpitənt/","有能力的；应该做的","CET4","CET4","","","a",""
